Baudrate:  115200Hz 	OVSR: 17 	DIV:   20 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.08  	BaudrateSetting = 0x0252C014
Baudrate: 1513000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.24  	BaudrateSetting = 0x00448002
Baudrate: 1514000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.30  	BaudrateSetting = 0x00848002
Baudrate: 1515000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.37  	BaudrateSetting = 0x00848002
Baudrate: 1516000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.43  	BaudrateSetting = 0x00848002
Baudrate: 1517000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.45  	BaudrateSetting = 0x01048002
Baudrate: 1518000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.38  	BaudrateSetting = 0x01048002
Baudrate: 1519000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.32  	BaudrateSetting = 0x02088002
Baudrate: 1520000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.25  	BaudrateSetting = 0x02088002
Baudrate: 1521000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.18  	BaudrateSetting = 0x04088002
Baudrate: 1522000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.12  	BaudrateSetting = 0x04088002
Baudrate: 1523000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.05  	BaudrateSetting = 0x00088002
Baudrate: 1524000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.01  	BaudrateSetting = 0x00108002
Baudrate: 1525000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.08  	BaudrateSetting = 0x00108002
Baudrate: 1526000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.14  	BaudrateSetting = 0x00108002
Baudrate: 1527000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.21  	BaudrateSetting = 0x00208002
Baudrate: 1528000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.27  	BaudrateSetting = 0x00208002
Baudrate: 1529000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.34  	BaudrateSetting = 0x00408002
Baudrate: 1530000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.40  	BaudrateSetting = 0x00408002
Baudrate: 1531000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:  80 	Error(%) = -0.47  	BaudrateSetting = 0x00808002
Baudrate: 1532000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 200 	Error(%) = 0.42  	BaudrateSetting = 0x02008002
Baudrate: 1533000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]: 400 	Error(%) = 0.36  	BaudrateSetting = 0x04008002
Baudrate: 1534000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.29  	BaudrateSetting = 0x00008002
Baudrate: 1535000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.23  	BaudrateSetting = 0x00008002
Baudrate: 1536000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.16  	BaudrateSetting = 0x00008002
Baudrate: 1537000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.10  	BaudrateSetting = 0x00008002
Baudrate: 1538000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.03  	BaudrateSetting = 0x00008002
Baudrate: 1539000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.03  	BaudrateSetting = 0x00008002
Baudrate: 1540000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.10  	BaudrateSetting = 0x00008002
Baudrate: 1541000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.16  	BaudrateSetting = 0x00008002
Baudrate: 1542000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.23  	BaudrateSetting = 0x00008002
Baudrate: 1543000Hz 	OVSR: 13 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.29  	BaudrateSetting = 0x00008002
Baudrate: 1544000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 3FF 	Error(%) = -0.36  	BaudrateSetting = 0x03FF7002
Baudrate: 1545000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5FF 	Error(%) = -0.42  	BaudrateSetting = 0x05FF7002
Baudrate: 1546000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 77F 	Error(%) = 0.48  	BaudrateSetting = 0x077F7002
Baudrate: 1547000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.41  	BaudrateSetting = 0x07BF7002
Baudrate: 1548000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.35  	BaudrateSetting = 0x07BF7002
Baudrate: 1549000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.28  	BaudrateSetting = 0x07DF7002
Baudrate: 1550000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.22  	BaudrateSetting = 0x07DF7002
Baudrate: 1551000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.15  	BaudrateSetting = 0x07EF7002
Baudrate: 1552000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.09  	BaudrateSetting = 0x07EF7002
Baudrate: 1553000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.03  	BaudrateSetting = 0x07EF7002
Baudrate: 1554000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.04  	BaudrateSetting = 0x07F77002
Baudrate: 1555000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.10  	BaudrateSetting = 0x03F77002
Baudrate: 1556000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.17  	BaudrateSetting = 0x03F77002
Baudrate: 1557000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5F7 	Error(%) = -0.23  	BaudrateSetting = 0x05F77002
Baudrate: 1558000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5F7 	Error(%) = -0.30  	BaudrateSetting = 0x05F77002
Baudrate: 1559000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 6FB 	Error(%) = -0.36  	BaudrateSetting = 0x06FB7002
Baudrate: 1560000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 6FB 	Error(%) = -0.42  	BaudrateSetting = 0x06FB7002
Baudrate: 1561000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 77B 	Error(%) = -0.49  	BaudrateSetting = 0x077B7002
Baudrate: 1562000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.42  	BaudrateSetting = 0x077B7002
Baudrate: 1563000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.36  	BaudrateSetting = 0x077B7002
Baudrate: 1564000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 77B 	Error(%) = 0.30  	BaudrateSetting = 0x077B7002
Baudrate: 1565000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 7BB 	Error(%) = 0.23  	BaudrateSetting = 0x07BB7002
Baudrate: 1566000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.17  	BaudrateSetting = 0x03BB7002
Baudrate: 1567000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.10  	BaudrateSetting = 0x03BB7002
Baudrate: 1568000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.04  	BaudrateSetting = 0x03BB7002
Baudrate: 1569000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.02  	BaudrateSetting = 0x05DD7002
Baudrate: 1570000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.09  	BaudrateSetting = 0x05DD7002
Baudrate: 1571000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.15  	BaudrateSetting = 0x05DD7002
Baudrate: 1572000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.21  	BaudrateSetting = 0x05DD7002
Baudrate: 1573000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.28  	BaudrateSetting = 0x06DD7002
Baudrate: 1574000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.34  	BaudrateSetting = 0x06DD7002
Baudrate: 1575000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 6ED 	Error(%) = -0.40  	BaudrateSetting = 0x06ED7002
Baudrate: 1576000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 6ED 	Error(%) = -0.47  	BaudrateSetting = 0x06ED7002
Baudrate: 1577000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 76D 	Error(%) = 0.45  	BaudrateSetting = 0x076D7002
Baudrate: 1578000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.39  	BaudrateSetting = 0x036D7002
Baudrate: 1579000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.33  	BaudrateSetting = 0x036D7002
Baudrate: 1580000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.26  	BaudrateSetting = 0x036D7002
Baudrate: 1581000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.20  	BaudrateSetting = 0x036D7002
Baudrate: 1582000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.14  	BaudrateSetting = 0x05AD7002
Baudrate: 1583000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.07  	BaudrateSetting = 0x05AD7002
Baudrate: 1584000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.01  	BaudrateSetting = 0x05AD7002
Baudrate: 1585000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.05  	BaudrateSetting = 0x05B57002
Baudrate: 1586000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.12  	BaudrateSetting = 0x06B57002
Baudrate: 1587000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.18  	BaudrateSetting = 0x06B57002
Baudrate: 1588000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.24  	BaudrateSetting = 0x06B57002
Baudrate: 1589000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2B5 	Error(%) = -0.30  	BaudrateSetting = 0x02B57002
Baudrate: 1590000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.37  	BaudrateSetting = 0x02D57002
Baudrate: 1591000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.43  	BaudrateSetting = 0x02D57002
Baudrate: 1592000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.49  	BaudrateSetting = 0x02D57002
Baudrate: 1593000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 355 	Error(%) = 0.44  	BaudrateSetting = 0x03557002
Baudrate: 1594000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.38  	BaudrateSetting = 0x05557002
Baudrate: 1595000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.31  	BaudrateSetting = 0x05557002
Baudrate: 1596000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.25  	BaudrateSetting = 0x05557002
Baudrate: 1597000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.19  	BaudrateSetting = 0x05557002
Baudrate: 1598000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.13  	BaudrateSetting = 0x05557002
Baudrate: 1599000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.06  	BaudrateSetting = 0x05557002
Baudrate: 1600000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.00  	BaudrateSetting = 0x05557002
Baudrate: 1601000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.06  	BaudrateSetting = 0x02AA7002
Baudrate: 1602000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.12  	BaudrateSetting = 0x02AA7002
Baudrate: 1603000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.19  	BaudrateSetting = 0x02AA7002
Baudrate: 1604000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.25  	BaudrateSetting = 0x02AA7002
Baudrate: 1605000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.31  	BaudrateSetting = 0x02AA7002
Baudrate: 1606000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.37  	BaudrateSetting = 0x02AA7002
Baudrate: 1607000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.44  	BaudrateSetting = 0x04AA7002
Baudrate: 1608000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.50  	BaudrateSetting = 0x04AA7002
Baudrate: 1609000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.45  	BaudrateSetting = 0x052A7002
Baudrate: 1610000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.38  	BaudrateSetting = 0x052A7002
Baudrate: 1611000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 54A 	Error(%) = 0.32  	BaudrateSetting = 0x054A7002
Baudrate: 1612000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.26  	BaudrateSetting = 0x014A7002
Baudrate: 1613000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.20  	BaudrateSetting = 0x014A7002
Baudrate: 1614000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.13  	BaudrateSetting = 0x014A7002
Baudrate: 1615000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.07  	BaudrateSetting = 0x024A7002
Baudrate: 1616000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.01  	BaudrateSetting = 0x024A7002
Baudrate: 1617000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.05  	BaudrateSetting = 0x02527002
Baudrate: 1618000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.11  	BaudrateSetting = 0x02527002
Baudrate: 1619000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 292 	Error(%) = -0.18  	BaudrateSetting = 0x02927002
Baudrate: 1620000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.24  	BaudrateSetting = 0x04927002
Baudrate: 1621000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.30  	BaudrateSetting = 0x04927002
Baudrate: 1622000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.36  	BaudrateSetting = 0x04927002
Baudrate: 1623000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.42  	BaudrateSetting = 0x04927002
Baudrate: 1624000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  92 	Error(%) = -0.48  	BaudrateSetting = 0x00927002
Baudrate: 1625000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.47  	BaudrateSetting = 0x01127002
Baudrate: 1626000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.41  	BaudrateSetting = 0x01127002
Baudrate: 1627000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.35  	BaudrateSetting = 0x01227002
Baudrate: 1628000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.29  	BaudrateSetting = 0x01227002
Baudrate: 1629000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.22  	BaudrateSetting = 0x02227002
Baudrate: 1630000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.16  	BaudrateSetting = 0x02227002
Baudrate: 1631000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.10  	BaudrateSetting = 0x02227002
Baudrate: 1632000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.04  	BaudrateSetting = 0x02227002
Baudrate: 1633000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.02  	BaudrateSetting = 0x04447002
Baudrate: 1634000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.08  	BaudrateSetting = 0x04447002
Baudrate: 1635000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.14  	BaudrateSetting = 0x04447002
Baudrate: 1636000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.20  	BaudrateSetting = 0x00447002
Baudrate: 1637000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.27  	BaudrateSetting = 0x00447002
Baudrate: 1638000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.33  	BaudrateSetting = 0x00847002
Baudrate: 1639000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.39  	BaudrateSetting = 0x00847002
Baudrate: 1640000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.45  	BaudrateSetting = 0x00847002
Baudrate: 1641000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.51  	BaudrateSetting = 0x00847002
Baudrate: 1642000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.46  	BaudrateSetting = 0x01047002
Baudrate: 1643000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.39  	BaudrateSetting = 0x01047002
Baudrate: 1644000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.33  	BaudrateSetting = 0x02087002
Baudrate: 1645000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.27  	BaudrateSetting = 0x02087002
Baudrate: 1646000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.21  	BaudrateSetting = 0x02087002
Baudrate: 1647000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.15  	BaudrateSetting = 0x04087002
Baudrate: 1648000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.09  	BaudrateSetting = 0x00087002
Baudrate: 1649000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.03  	BaudrateSetting = 0x00087002
Baudrate: 1650000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.03  	BaudrateSetting = 0x00107002
Baudrate: 1651000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.09  	BaudrateSetting = 0x00107002
Baudrate: 1652000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.15  	BaudrateSetting = 0x00107002
Baudrate: 1653000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.21  	BaudrateSetting = 0x00207002
Baudrate: 1654000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.27  	BaudrateSetting = 0x00207002
Baudrate: 1655000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.33  	BaudrateSetting = 0x00207002
Baudrate: 1656000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.39  	BaudrateSetting = 0x00407002
Baudrate: 1657000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  80 	Error(%) = -0.45  	BaudrateSetting = 0x00807002
Baudrate: 1658000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:  80 	Error(%) = -0.51  	BaudrateSetting = 0x00807002
Baudrate: 1659000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 200 	Error(%) = 0.46  	BaudrateSetting = 0x02007002
Baudrate: 1660000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]: 400 	Error(%) = 0.40  	BaudrateSetting = 0x04007002
Baudrate: 1661000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.34  	BaudrateSetting = 0x00007002
Baudrate: 1662000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.28  	BaudrateSetting = 0x00007002
Baudrate: 1663000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.22  	BaudrateSetting = 0x00007002
Baudrate: 1664000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.16  	BaudrateSetting = 0x00007002
Baudrate: 1665000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.10  	BaudrateSetting = 0x00007002
Baudrate: 1666000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.04  	BaudrateSetting = 0x00007002
Baudrate: 1667000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.02  	BaudrateSetting = 0x00007002
Baudrate: 1668000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.08  	BaudrateSetting = 0x00007002
Baudrate: 1669000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.14  	BaudrateSetting = 0x00007002
Baudrate: 1670000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.20  	BaudrateSetting = 0x00007002
Baudrate: 1671000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.26  	BaudrateSetting = 0x00007002
Baudrate: 1672000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.32  	BaudrateSetting = 0x00007002
Baudrate: 1673000Hz 	OVSR: 12 	DIV:    2 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.38  	BaudrateSetting = 0x00007002
Baudrate: 1674000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 5FF 	Error(%) = -0.44  	BaudrateSetting = 0x05FF6002
Baudrate: 1675000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 6FF 	Error(%) = -0.50  	BaudrateSetting = 0x06FF6002
Baudrate: 1676000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 77F 	Error(%) = 0.49  	BaudrateSetting = 0x077F6002
Baudrate: 1677000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.43  	BaudrateSetting = 0x07BF6002
Baudrate: 1678000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.37  	BaudrateSetting = 0x07BF6002
Baudrate: 1679000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.31  	BaudrateSetting = 0x07DF6002
Baudrate: 1680000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.25  	BaudrateSetting = 0x07DF6002
Baudrate: 1681000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.19  	BaudrateSetting = 0x07EF6002
Baudrate: 1682000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.13  	BaudrateSetting = 0x07EF6002
Baudrate: 1683000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.07  	BaudrateSetting = 0x07EF6002
Baudrate: 1684000Hz 	OVSR: 11 	DIV:    2 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.01  	BaudrateSetting = 0x07EF6002
